NCES LEA ID,State ID,District Name,Mailing Address,City,State,Zip Code,Zip +4,Telephone,Locale codes of schools in the LEA,Each school has a locale code of 7 or 8?,Is the LEA defined as rural by the State?,Average Daily Attendance,Is county population density less than 10 persons/sq. mile?,Percentage of children from families below poverty line,Does LEA meet low-income poverty requirement?,Alternate Poverty Data Provided by State,"According to alternate data, does LEA meet low-income poverty requirement?","Does each school in LEA have locale code of 6,7, or 8?","FY 2015 Title II, Part A allocation amount","FY 2015 Title II, Part D formula allocation amount - PLEASE LEAVE BLANK","FY 2015 Title IV, Part A allocation amount - PLEASE LEAVE BLANK",FY 2015 Title V allocation amount - PLEASE LEAVE BLANK,SRSA rural eligible,SRSA Small Eligible,SRSA Rural Eligible2,SRSA Small Check,SRSA eligible,RLIS rural eligible,RLIS pov. Eligible,Initial RLIS eligible,RLIS eligible,"SRSA, Not RLIS eligible",LEA Operational Status,LEA Agency type,
1706180,13-041-0820-02,Bethel SD 82,1201 Bethel Rd,Mount Vernon,IL,62864,7231,6182448095,7,YES,YES,140.28,,0038,YES,,,YES,"$4,213",,,,1,1,0,0,SRSA,1,1,Initial,-,SRSA,Open,LEA,1706180,
1701417,13-041-3180-27,Bluford Unit School District 318,901 Sixth St,Bluford,IL,62814,1319,(618) 732-6121,7,YES,,361.55,NO,M,NO,,,YES,"$23,492",,,,1,1,0,0,SRSA,1,0,0,-,0,Merged,,1701417,
1706880,28-088-0010-26,Bradford CUSD 1,115 High St,Bradford,IL,61421,5087,3098972801,8,YES,YES,219.58,,0018,NO,,,YES,"$15,844",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1706880,
1707440,03-026-2010-26,Brownstown CUSD 201,421 S College Ave,Brownstown,IL,62418,1129,6184273355,7,YES,YES,317.28,,0023,YES,,,YES,"$16,447",,,,1,1,0,0,SRSA,1,1,Initial,-,SRSA,Open,LEA,1707440,
1700102,40-007-0420-26,Brussels CUSD 42,128 School St,Brussels,IL,62013,0128,6188832131,8,YES,YES,125.51,,0011,NO,,,YES,"$7,624",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1700102,
1707740,21-044-0430-03,Buncombe Cons SD 43,PO Box 40,Buncombe,IL,62912,0040,6186588830,7,YES,YES,61.16,,0022,YES,,,YES,"$5,475",,,,1,1,0,0,SRSA,1,1,Initial,-,SRSA,Open,LEA,1707740,
1707770,40-056-0080-26,Bunker Hill CUSD 8,504 E Warren St,Bunker Hill,IL,62014,1102,6185853116,8,YES,YES,583.12,,0018,NO,,,YES,"$32,335",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1707770,
1718180,40-007-0400-26,Calhoun CUSD 40,101 Calhoun Ave,Hardin,IL,62047,,6185762722,8,YES,YES,384.28,,0016,NO,,,YES,"$24,985",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1718180,
1708160,28-037-2270-26,Cambridge CUSD 227,300 S West St,Cambridge,IL,61238,1430,3099372144,8,YES,YES,465.91,,0013,NO,,,YES,"$29,746",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1708160,
1708580,20-083-0020-26,Carrier Mills-Stonefort CUSD 2,7071 US 45 S,Carrier Mills,IL,62917,1230,6189942392,7,YES,YES,398.15,,0027,YES,,,YES,"$39,755",,,,1,1,0,0,SRSA,1,1,Initial,-,SRSA,Open,LEA,1708580,
1708610,40-031-0010-26,Carrollton CUSD 1,950A 3rd St,Carrollton,IL,62016,1506,2179425314,7,YES,YES,570.05,,0016,NO,,,YES,"$41,909",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1708610,
1731560,30-073-2040-04,CCSD 204,6067 State Route 154,Pinckneyville,IL,62274,3414,6183572419,6,NO,YES,147.22,,0010,NO,,,YES,"$8,709",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1731560,
1704770,13-014-0710-16,Central CHSD 71,7740 Old US Highway 50,Breese,IL,62230,3822,6185264510,8,YES,YES,522.92,,0006,NO,,,YES,"$23,774",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1704770,
1709180,13-058-1330-02,Central City SD 133,129 Douglas St,Centralia,IL,62801,2129,6185329521,7,YES,,266.01,,0029,YES,,,YES,"$19,739",,,,1,1,0,0,SRSA,1,1,Initial,-,SRSA,Open,LEA,1709180,
1739630,30-077-1000-26,Century CUSD 100,4721 Shawnee College Rd,Ullin,IL,62992,2201,6188453447,7,YES,YES,364.70,,0024,YES,,,YES,"$29,015",,,,1,1,0,0,SRSA,1,1,Initial,-,SRSA,Open,LEA,1739630,
1709330,39-074-1000-26,Cerro Gordo CUSD 100,300 E Durfee St,Cerro Gordo,IL,61818,0079,2177635221,8,YES,YES,495.22,,0015,NO,,,YES,"$16,058",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1709330,
1709400,08-008-3990-26,Chadwick-Milledgeville CUSD 399,15 School St,Chadwick,IL,61014,9371,8156845191,7,YES,YES,459.79,,0010,NO,,,YES,"$13,911",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1709400,
1709720,28-006-0920-02,Cherry SD 92,314 S Main St,Cherry,IL,61317,,8158942777,,,YES,47.07,,0008,NO,,,,"$3,360",,,,1,1,0,0,SRSA,0,0,0,-,0,Open,LEA,1709720,
1710290,32-038-0060-26,Cissna Park CUSD 6,511 N 2nd St,Cissna Park,IL,60924,9734,8154572171,7,YES,YES,263.25,,0013,NO,,,YES,"$9,698",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1710290,
1710340,12-013-0100-26,Clay City CUSD 10,607 S Walnut  SW,Clay City,IL,62824,0542,6186761431,7,YES,YES,280.02,,0011,NO,,,YES,"$19,793",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1710340,
1710570,30-091-0170-22,Cobden SUD 17,413 N Appleknocker St,Cobden,IL,62920,2121,6188932313,7,YES,YES,516.56,,0017,NO,,,YES,"$23,587",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1710570,
1710860,17-053-4260-04,Cornell CCSD 426,300 N 7th St,Cornell,IL,61319,9282,8153582214,7,YES,YES,105.91,,0013,NO,,,YES,"$3,073",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1710860,
1710980,45-079-0010-22,Coulterville USD 1,101 W Grant St,Coulterville,IL,62237,1576,6187582881,7,YES,YES,201.11,,0016,NO,,,YES,"$18,667",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1710980,
1720640,30-091-0430-04,County of Union Sch Dist No43,309 Cook Ave,Jonesboro,IL,62952,1118,6188336651,7,YES,,397.20,,0023,YES,,,YES,"$22,890",,,,1,1,0,0,SRSA,1,1,Initial,-,SRSA,Open,LEA,1720640,
1700176,11-087-003A-26,Cowden-Herrick CUSD 3A,RR 128,Cowden,IL,62422,,2177832126,7,YES,YES,384.10,,0013,NO,,,YES,"$28,874",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1700176,
1711100,21-100-0030-26,Crab Orchard CUSD 3,19189 Bailey St,Marion,IL,62959,7355,6189822181,8,YES,YES,452.27,,0020,NO,,,YES,"$12,817",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1711100,
1700323,32-038-2490-26,Crescent Iroquois CUSD 249,600 South St,Crescent City,IL,60928,8103,8156832141,7,YES,YES,121.10,,0018,NO,,,YES,"$4,777",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1700323,
1711220,47-071-1610-04,Creston CCSD 161,202 W South St,Creston,IL,60113,,8153843920,7,YES,YES,106.54,,0009,NO,,,YES,"$3,792",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1711220,
1711400,26-029-0030-26,CUSD 3 Fulton County,PO Box 79,Cuba,IL,61427,0079,3097855021,7,YES,YES,444.33,,0017,NO,,,YES,"$27,975",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1711400,
1711520,21-044-0640-02,Cypress SD 64,PO Box 109,Cypress,IL,62923,0109,6186572525,7,YES,YES,124.87,,0020,NO,,,YES,"$14,359",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1711520,
1701388,26-034-3270-04,Dallas ESD 327,921 Creamery Hill Rd,Dallas City,IL,62330,1216,2178523204,7,YES,YES,171.30,,M,NO,,,YES,"$7,219",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1701388,
1711700,28-006-0980-02,Dalzell SD 98,307 Chestnut St,Dalzell,IL,61320,9717,8156638821,7,YES,,46.22,,0014,NO,,,YES,"$3,257",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1711700,
1711730,13-014-0620-02,Damiansville SD 62,101 E Main St,Damiansville,IL,62215,1303,6182485188,8,YES,YES,84.68,,0011,NO,,,YES,"$5,875",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1711730,
1711910,35-050-0820-04,Deer Park CCSD 82,2350 E 1025th Rd,Ottawa,IL,61350,9253,8154346930,7,YES,YES,88.42,,0004,NO,,,YES,"$7,914",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1711910,
1712030,39-074-0570-26,Deland-Weldon CUSD 57,304 E IL Route 10,De Land,IL,61839,7020,2177362311,8,YES,YES,207.07,,0015,NO,,,YES,"$8,253",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1712030,
1712060,53-090-7030-26,Delavan CUSD 703,907 Locust St,Delavan,IL,61734,9327,3092449872,8,YES,YES,421.90,,0014,NO,,,YES,"$15,032",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1712060,
1712090,28-006-1030-22,DePue USD 103,204 Pleasant,DePue,IL,61322,,8152005248,7,YES,YES,404.70,,0016,NO,,,YES,"$21,980",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1712090,
1712150,30-039-0860-03,DeSoto Cons SD 86,311 Hurst Rd,De Soto,IL,62924,1228,6188672317,8,YES,YES,206.37,,0026,YES,,,YES,"$16,307",,,,1,1,0,0,SRSA,1,1,Initial,-,SRSA,Open,LEA,1712150,
1712240,03-025-0300-26,Dieterich CUSD 30,205 S Pine St,Dieterich,IL,62424,1136,2179255249,7,YES,YES,431.20,,0018,NO,,,YES,"$16,653",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1712240,
1712270,35-050-1750-04,Dimmick CCSD 175,297 N 33rd Rd,La Salle,IL,61301,9728,8152232933,7,YES,YES,100.60,,0011,NO,,,YES,"$2,611",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1712270,
1712480,30-091-0660-22,Dongola USD 66,PO Box 190,Dongola,IL,62926,0190,6188273841,7,YES,YES,231.46,,0017,NO,,,YES,"$17,218",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1712480,
1712510,32-038-0030-26,Donovan CUSD 3,600 North St,Donovan,IL,60931,,8154867397,7,YES,YES,319.66,,0016,NO,,,YES,"$20,100",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1712510,
1712810,04-101-3220-26,Durand CUSD 322,200 W South St,Durand,IL,61024,9403,8152482171,8,YES,YES,555.23,,0009,NO,,,YES,"$25,463",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1712810,
1712930,35-050-0090-26,Earlville CUSD 9,415 W Union St,Earlville,IL,60518,8191,8152468361,7,YES,YES,379.27,,0021,YES,,,YES,"$25,027",,,,1,1,0,0,SRSA,1,1,Initial,-,SRSA,Open,LEA,1712930,
1700007,08-008-3080-26,Eastland CUSD 308,500 S School Dr,Lanark,IL,61046,1352,8154936301,7,YES,YES,550.03,,0014,NO,,,YES,"$27,676",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1700007,
1713370,11-023-0060-26,Edgar County CUD 6,23231 IL Highway 1,Chrisman,IL,61924,7801,2172692513,7,YES,YES,304.00,,0019,NO,,,YES,"$15,816",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1713370,
1713410,03-011-0040-26,Edinburg CUSD 4,100 E Martin St,Edinburg,IL,62531,9713,2176235603,7,YES,YES,281.38,,0009,NO,,,YES,"$8,720",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1713410,
1713590,30-002-0050-26,Egyptian CUSD 5,20023 Diswood Rd,Tamms,IL,62988,3234,6187765306,8,YES,YES,429.84,,0043,YES,,,YES,"$57,548",,,,1,1,0,0,SRSA,1,1,Initial,-,SRSA,Open,LEA,1713590,
1713860,30-039-1960-26,Elverado CUSD 196,114 S 8th St,Elkville,IL,62932,,6185681321,8,YES,YES,423.56,,0027,YES,,,YES,"$28,779",,,,1,1,0,0,SRSA,1,1,Initial,-,SRSA,Open,LEA,1713860,
1714160,56-099-2030-04,Elwood CCSD 203,409 N Chicago St,Elwood,IL,60421,9367,8154235187,8,YES,YES,358.03,,0017,NO,,,YES,"$8,888",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1714160,
1714350,47-098-0010-26,Erie CUSD 1,520 5th Ave,Erie,IL,61250,9439,3096592239,7,YES,YES,566.90,,0012,NO,,,YES,"$19,588",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1714350,
1714410,47-071-2690-04,Eswood CCSD 269,304 Main St,Lindenwood,IL,61049,7700,8153934477,7,YES,YES,77.03,,0015,NO,,,YES,"$3,250",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1714410,
1714640,21-028-1150-04,Ewing Northern CCSD 115,51 N Main St,Ewing,IL,62836,1437,6186292181,7,YES,YES,193.05,,0021,YES,,,YES,"$13,739",,,,1,1,0,0,SRSA,1,1,Initial,-,SRSA,Open,LEA,1714640,
1714940,13-041-0990-04,Farrington CCSD 99,20941 E Divide Rd,Bluford,IL,62814,2402,6187554414,7,YES,YES,62.99,,0015,NO,,,YES,"$3,804",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1714940,
1715090,13-041-0030-04,Field CCSD 3,21075 N Hails Ln,Texico,IL,62889,2932,6187554611,7,YES,YES,277.20,,0014,NO,,,YES,"$9,379",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1715090,
1715180,09-010-0010-26,Fisher CUSD 1,801 S 5th St,Fisher,IL,61843,9522,2178976125,8,YES,YES,573.28,,0017,NO,,,YES,"$20,423",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1715180,
1701390,17-053-0740-27,Flanagan-Cornell Dist 74,202 E Falcon Hwy,Flanagan,IL,61740,7503,8157962233,7,YES,YES,309.04,,0017,NO,,,YES,"$12,064",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1701390,
1715750,01-069-0010-26,Franklin CUSD 1,PO Box 140,Alexander,IL,62601,0140,2174783011,7,YES,YES,273.21,,0011,NO,,,YES,"$20,885",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1715750,
1716020,20-083-0010-26,Galatia CUSD 1,200 N Hickory St,Galatia,IL,62935,1002,6182684194,7,YES,YES,398.80,,0018,NO,,,YES,"$26,415",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1716020,
1716140,28-037-2240-26,Galva CUSD 224,224 Morgan Rd,Galva,IL,61434,1090,3099322108,8,YES,YES,505.37,,0014,NO,,,YES,"$24,240",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1716140,
1716230,24-032-072C-04,Gardner CCSD 72C,598 N Elm St,Gardner,IL,60424,7050,8152372313,8,YES,YES,188.11,,0010,NO,,,YES,"$5,456",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1716230,
1716260,24-032-0730-17,Gardner S Wilmington Twp HSD 73,500 E Main St,Gardner,IL,60424,6316,8152372176,8,YES,YES,148.11,,0009,NO,,,YES,"$3,831",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1716260,
1716320,20-096-0140-04,Geff CCSD 14,201 E Lafayette St,Geff,IL,62842,1001,6188972465,7,YES,YES,96.22,,0014,NO,,,YES,"$1,503",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1716320,
1716590,30-039-1300-04,Giant City CCSD 130,1062 Boskydell Rd,Carbondale,IL,62902,7743,6184575391,8,YES,YES,215.63,,0016,NO,,,YES,"$18,056",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1716590,
1716650,09-010-1880-04,Gifford CCSD 188,406 S Main St,Gifford,IL,61847,9786,2175687733,8,YES,YES,185.70,,0007,NO,,,YES,"$11,932",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1716650,
1700014,21-044-0010-26,Goreville CUD 1,201 S Ferne Clyffe Rd,Goreville,IL,62939,2698,6189959831,7,YES,YES,541.43,,0012,NO,,,YES,"$22,944",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1700014,
1717190,13-041-0060-04,Grand Prairie CCSD 6,21462 N Richview Ln,Centralia,IL,62801,8520,6182496289,7,YES,YES,79.15,,0032,YES,,,YES,"$4,077",,,,1,1,0,0,SRSA,1,1,Initial,-,SRSA,Open,LEA,1717190,
1717220,35-050-0950-04,Grand Ridge CCSD 95,400 W Main St,Grand Ridge,IL,61325,9687,8152496225,7,YES,YES,244.65,,0017,NO,,,YES,"$11,663",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1717220,
1717370,32-046-0060-26,Grant Park CUSD 6,421 Esson Farm Rd,Grant Park,IL,60940,7262,8154656013,8,YES,YES,453.38,,0009,NO,,,YES,"$11,605",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1717370,
1717490,34-049-0360-02,Grass Lake SD 36,26177 W Grass Lake Rd,Antioch,IL,60002,9613,8473951550,8,YES,YES,146.56,,0014,NO,,,YES,"$10,281",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1717490,
1717580,20-097-0010-26,Grayville CUSD 1,728 W North St,Grayville,IL,62844,1338,6183757214,7,YES,YES,305.25,,0028,YES,,,YES,"$26,880",,,,1,1,0,0,SRSA,1,1,Initial,-,SRSA,Open,LEA,1717580,
1717670,40-031-0100-26,Greenfield CUSD 10,311 Mulberry St,Greenfield,IL,62044,1325,2173682447,7,YES,YES,411.84,,0013,NO,,,YES,"$24,193",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1717670,
1717700,51-065-2000-26,Greenview CUSD 200,147 E Palmer St,Greenview,IL,62642,1000,2179682295,8,YES,YES,237.44,,0013,NO,,,YES,"$18,276",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1717700,
1717790,01-075-0040-26,Griggsville-Perry CUSD 4,202 N Stanford,Griggsville,IL,62340,1234,2178332352,7,YES,YES,359.29,,0014,NO,,,YES,"$26,514",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1717790,
1718200,20-035-0010-26,Hardin County CUSD 1,PO Box 218,Elizabethtown,IL,62931,0218,6182872411,7,YES,YES,531.91,,0028,YES,,,YES,"$53,937",,,,1,1,0,0,SRSA,1,1,Initial,-,SRSA,Open,LEA,1718200,
1718360,44-063-0360-02,Harrison SD 36,6809 McCullom Lake Rd,Wonder Lake,IL,60097,9546,8156532311,8,YES,YES,335.90,,0015,NO,,,YES,"$11,450",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1718360,
1718390,17-054-0210-26,Hartsburg Emden CUSD 21,400 W Front St,Hartsburg,IL,62643,7325,2176425244,7,YES,YES,201.01,,0014,NO,,,YES,"$14,963",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1718390,
1700115,35-059-0050-26,Henry-Senachwine CUSD 5,1023 College St,Henry,IL,61537,1074,3093643614,8,YES,YES,540.80,,0017,NO,,,YES,"$23,412",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1700115,
1700106,09-010-0080-26,Heritage CUSD 8,512 W 1st St,Broadlands,IL,61849,1215,2178962421,8,YES,YES,435.84,,0015,NO,,,YES,"$16,162",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1700106,
1721300,16-019-4260-26,Hiawatha CUSD 426,410 1st St,Kirkland,IL,60146,7700,8155226676,8,YES,YES,527.55,,0011,NO,,,YES,"$19,424",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1721300,
1719420,48-072-3280-03,Hollis Cons SD 328,5613 W Tuscarora Rd,Peoria,IL,61607,9564,3096971325,8,YES,YES,150.66,,0007,NO,,,YES,"$3,285",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1719420,
1719920,12-017-0010-26,Hutsonville CUSD 1,500 W Clover St,Hutsonville,IL,62433,,6185634912,7,YES,YES,307.70,,0015,NO,,,YES,"$21,128",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1719920,
1720190,13-095-0110-04,Irvington CCSD 11,500 Superior,Irvington,IL,62848,0130,6182496761,7,YES,,51.91,,0026,YES,,,YES,"$6,425",,,,1,1,0,0,SRSA,1,1,Initial,-,SRSA,Open,LEA,1720190,
1720250,13-058-0070-04,Iuka CCSD 7,405 S Main St,Iuka,IL,62849,1011,6183236233,7,YES,YES,210.96,,0024,YES,,,YES,"$12,847",,,,1,1,0,0,SRSA,1,1,Initial,-,SRSA,Open,LEA,1720250,
1720370,20-096-0170-04,Jasper CCSD 17,2030 County Road 1020 N,Fairfield,IL,62837,2869,6188423048,7,YES,YES,155.83,,0024,YES,,,YES,"$3,815",,,,1,1,0,0,SRSA,1,1,Initial,-,SRSA,Open,LEA,1720370,
1700015,21-061-0380-26,Joppa-Maple Grove UD 38,PO Box 10,Joppa,IL,62953,0010,6185439023,7,YES,YES,248.22,,0027,YES,,,YES,"$25,817",,,,1,1,0,0,SRSA,1,1,Initial,-,SRSA,Open,LEA,1700015,
1720790,11-023-0030-26,Kansas CUSD 3,310 S Front,Kansas,IL,61933,6205,2179485174,7,YES,YES,201.85,,0013,NO,,,YES,"$15,455",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1720790,
1720910,13-058-0020-03,Kell Cons SD 2,207 N Johnson St,Kell,IL,62853,1637,6188226234,7,YES,YES,92.22,,0019,NO,,,YES,"$4,820",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1720910,
1721130,47-071-1440-03,Kings Cons SD 144,100 1st St,Kings,IL,61068,4500,8155627191,7,YES,YES,84.92,,0016,NO,,,YES,"$4,334",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1721130,
1701381,26-034-3470-04,La Harpe CSD 347,404 W Main St,La Harpe,IL,61450,9280,2176597739,7,YES,YES,224.07,,M,NO,,,YES,"$12,465",,,,1,1,0,0,SRSA,1,0,0,-,0,Open,LEA,1701381,
